annual_sales_quant,avg_sales_price,category,color,condition,description,highest_bid,lowest_ask,product_title,release_date,retail_price,style,ticker,year_high,year_low,,
56,95,sneakers, Black/Multi-Color-Photo Blue ,New,,85,82,Nike Zoom Freak 1 Black Multi Photo Blue,9/27/19 0:00,120, BQ5422-004 , FRK1-BMPB,150,75,,
3816,155,sneakers, White/Egret-White ,New,,185,93,Converse Chuck Taylor All-Star 70s Hi Chinatown Market UV,7/20/19 0:00,, 166598C , CTAS70H-CM,600,70,,
5417,131,sneakers, White/Thunder Blue-Wolf Grey-Turf Orange ,New,"Whenever you're in a west coast mood, just slip on the Nike with the Nike Cortez Basic Slip Kendrick Lamar White. Bringing ""Good Kid Mad City"" Vibes, this sneaker has an all white upper with grey accents, Blue Nike ""Swoosh"", white midsole with orange accents, and a white sole. These shoes released in October 2018 and retailed for $100. Represent the Westcoast and buy these now on StockX.",180,123,Nike Cortez Basic Slip Kendrick Lamar White,10/14/18 0:00,100, AV2950-100 , CRTZSLP-KLWHT,253,69,,
621,148,sneakers, White/University Red-Metallic Gold ,New,,155,119,Jordan 12 Retro Fiba 2019 (GS),8/24/19 0:00,140, 153265-107 , AJ12-FIBA19GS,224,100,,
406,130,sneakers, Racer Blue/Racer Blue-Sail ,New,"On April 16, 2003, Michael Jordan played his final NBA game. His airness closed out his legendary careeer in a pair of Jordan 18s. Fifteen years later, the AJ18 is back with a a lux suede pack retro release. These AJ18s feature a cool blue buttery suede upper, Nike's three-digit color code embroidered on the tumbled leather throat, and a sail-tinted carbon fiber midsole. The Jordan 18 Retro Racer Blue released September 15, 2018 and retailed for $225.",124,100,Jordan 18 Retro Racer Blue,9/15/18 0:00,225, AA2494-401 , AJ18-RCRBLU,240,70,,
473,126,sneakers, Monsoon Blue/Purple Rise-Violet Dust-White-Melon Tint ,New,,183,109,Jordan 1 Mid Monsoon Blue (GS),4/6/19 0:00,100, AV5174-400 , AJ1M-MNBLGS,222,75,,
717,118,sneakers, White/Volt-Black-Aloe Verde-White ,New,"Ride like the wind in the new Air Max Tailwind 4 White Volt Black. This AM Tailwind 4 comes with a white upper plus green and black accents, green Nike “Swoosh”, white midsole plus green and black accents, and a black sole. These sneakers released in April 2019 and retailed for $170. Cop these classics on StockX today. ",90,86,Air Max Tailwind 4 White Volt Black,4/25/19 0:00,170, AQ2567-100 , AMTW4-WBV,329,66,,
874,212,sneakers, White/Emerald-New Grape-Ice Blue ,New,,215,215,Jordan 5 Retro Grape (2013),5/4/13 0:00,160, 136027-108 , NK-AJ5RG2013,300,150,,
581,138,sneakers, White/White-Black-White ,New,,160,85,Air Force 1 Low Equality,6/19/19 0:00,160, AQ2118-100 , AF1L-EQLT,240,41,,
115,162,sneakers, Black/White ,New,,150,137,LeBron 17 Black White,10/3/19 0:00,200, BQ3177-002 , L17-BW,221,121,,
920,175,sneakers, Sail/Habanero Red-Black ,New,,160,130,Air Foamposite One Albino Snakeskin,6/15/19 0:00,230, 314996-101 , FP1-SS,480,102,,
1019,97,sneakers, White/Black-Mystic Green ,New,,136,82,Jordan 1 Low White Black Mystic Green,4/24/19 0:00,90, 553558-113 , AJ1L-WBMG,183,60,,
621,109,sneakers, Black/Black ,New,,90,90,Jordan 13 Retro Cap and Gown (GS),4/27/19 0:00,150, 884129-012 , AJ13-CAGGS,225,55,,
1132,147,sneakers, Golden Harvest/Golden Harvest-Sail ,New,,210,148,Jordan 6 Retro Wheat,11/24/17 0:00,190, 384664-705 , AJ6-WHEAT,349,100,,
672,83,sneakers, White/White-Pure Platnium ,New,,80,75,Air Huarache White Platinum,5/4/14 0:00,140, 318429-111 , HURACHE-WHTPLAT,140,46,,
1143,75,sneakers, White/White ,New,,60,65,Air Force 1 Low White 2014 (GS),1/1/14 0:00,75, 314192-117 , AF1L-WHT14GS,115,40,,
1411,266,sneakers, White/Metallic Gold ,New,,230,206,Jordan 11 Retro Low Golf White Metallic Gold,8/8/19 0:00,200, AQ0963-102 , AJ11LG-WMG,599,175,,
398,83,sneakers, Black/Teal/White ,New,,86,66,adidas Continental 80 Vulc AriZona Iced Tea Black,1/9/19 0:00,, FV2701 , CNTCDT-VLCPKBLK,199,55,,
773,90,sneakers, Black/Black-White ,New,,80,70,Air Huarache Black Black White,12/21/13 0:00,110, 318429-003 , HURACHE-BLKWHT,155,50,,
1257,176,sneakers, White/Black ,New,,200,179,Vans Authentic Comme des Garcons,10/27/18 0:00,, VN0A33TASHM , AUTH-CDG,500,101,,
2312,279,sneakers, Black/White/Grey ,New,"Do you have the hottest sneakers in the neighborhood? If not, take the crown and cop the adidas POD S3.1 Bape x Neighborhood. This POD S3.1 comes with a black upper plus white accents, black and white midsole, and black sole. These sneakers released in January 2019 and retailed for $235. Cop your pair today on StockX.",300,230,adidas POD S3.1 Bape x Neighborhood,4/19/19 0:00,, EE9431 , PODS31-BPNBHD,900,180,,
409,137,sneakers, Black/Black-Sail ,New,,163,100,Nike Daybreak Undercover Black Sail (W),6/21/19 0:00,160, CJ3295-001 , DYBK-UCBSW,300,81,,
1110,163,sneakers, Black/White-Gym Red ,New,"If you got loyalty and royalty inside your DNA, then you should place a bid on these Nike Cortez Kenny 3s. Made in collaboration with Kendrick Lamar to commemorate TDE’s Championship Summer Tour, features a black-based upper with a white Nike Swoosh and a red ribbon riding up the tongue. The shoes were only available to Nike Plus members attending the tour in LA, Houston, Chicago, NYC, Boston, and Toronto. If you want to be feeling like a Top Dawg, place a Bid on these special K Dot kicks today.",180,85,Nike Cortez Kenny 3 Kendrick Lamar TDE the Championship,6/22/18 0:00,100, BV0833-016 , NK-CK3KLTDETC,282,68,,
2413,300,sneakers, White/University Red ,New,"Join the Supreme team and cop the Jordan 14 Retro Supreme White. This AJ 14 comes with a white upper plus silver accents, black midsole plus grey accents, amd a white sole. These sneakers released in June 2019 and retailed for $248. Add some heat to your rotation and buy these on StockX ASAP.",355,230,Jordan 14 Retro Supreme White,6/13/19 0:00,248, BV7630-106 , AJ14-SUPWHT,600,203,,
5567,528,sneakers, Black/White-Cone-Black ,New,"What’s a scarier site than guarding the “Slim Reaper” Kevin Durant? That would be the Nike Blazer Mid Off-White Grim Reaper. Fulfilling the stare of death, these come with a black upper, white “Swoosh”, and a black sole. The iconic collab released in September 2018 and retailed for $130. If you’re looking into adding some major heat to your sneaker collection, then place a Bid on StockX today. ",785,600,Nike Blazer Mid Off-White Grim Reaper,10/3/18 0:00,130, AA3832-001 , BLZRM-OWGRMRPR,1000,335,,
1822,154,sneakers, White/Multi Color-Black-Wolf Grey ,New,"Become a true sneakerhead and cop the new Air Max 90 Be True (2019). This AM 90 comes with a with a white upper plus grey and multi-colored accents, multi-colored Nike “Swoosh”, white midsole plus multi-colored accents, and a white sole. These sneakers released in June 2019 and retailed for $130. Place a Bid for these proud kicks today.",141,105,Air Max 90 Be True (2019),6/15/19 0:00,130, CJ5482-100 , AM90-BT19,350,90,,
1692,141,sneakers, Pine Green/Cosmic Clay-Sail ,New,,120,110,Nike Tailwind 79 Stranger Things Hawkins High School,6/27/19 0:00,120, CJ6108-300 , TWOG-STHHS,249,71,,
2941,247,sneakers, Black/Challenge Red-White ,New,"In 1889, Gustav Eiffel finished construction on the Eiffel Tower forever changing the Paris landscape. Almost 130 years later, Jumpman and Paris Saint Germain FC link up forever changing Paris' sneaker landscape. In the first-ever football club partnership for Jordanbrand, the Jordan 5 celebrates PSG's current crop of superstars, including Neymar and Mbappe, with these Js dressed in black and red with PSG crest detailing on the shoe. The Jordan 5 Retro Paris Saint Grermain dropped on September 14, 2018 with the entire line of the Jordan x PSG collection. This is a definite must for fans of the beautiful game everywhere. ",320,225,Jordan 5 Retro Paris Saint-Germain,9/14/18 0:00,225, AV9175-001 , AJ5-PSG,433,125,,
10,224,sneakers, Medium Olive/Black-Sail-University Red ,New,,233,201,Jordan 6 Retro Travis Scott (TD),10/11/19 0:00,60, CQ3567-200 , AJ6-TSTD,300,185,,
1482,93,sneakers, Black/White ,New,"There aren't too many shoes that look more classic than the Nike React Element 55 Black White. This sneaker comes with a black upper, white Nike ""Swoosh"", and a white midsole with black accents. These released in September 2018 and retailed for $130. Compliment your outfit with these, and place a Bid on StockX.",80,72,Nike React Element 55 Black White,9/29/18 0:00,130, BQ6166-003 , RE55-BKWHT,230,50,,
29,149,sneakers, Collegiate Green/Scarlet/Night Indigo ,New,,159,175,adidas Blackburn Spzl Collegiate Green,10/11/19 0:00,120, EF1158 , BB-SPZLCG,299,124,,
3980,158,sneakers, White/Dark Mocha-Chrome ,New,"Put down the hot mocha latte and score a pair of the Jordan 3 Retro Mocha. This Jordan 3 comes with a white upper plus brown accents, white midsole, and a brown sole. These sneakers released in December 2018 and retailed for $190. Keep your kicks hotter than the sun and cop these now on StockX.",175,135,Jordan 3 Retro Mocha (2018),12/15/18 0:00,190, 136064-122 , AJ3-MCH18,339,100,,
2027,369,sneakers, White/Multi-Color ,New,"Legendary Dutch artist Parra and Nike have once again teamed up for their first collab in over a decade! Parra previously worked on legendary pairs of Air Max 1s, including the ""Cherrywood"" and ""Amsterdam"" colorways - staples amongst collectors. This Nike Air Max 1 takes abstract interpretations of cityscape and landscape imagery, applying it to the Air Max's iconic silhouette. Using his traditional color palette of white, light blue, red, grey, and pink, this pair is sure to turn heads with its unique and vibrant style. Releasing in limited numbers, this pair retailed for $150 in July 2018.",506,441,Air Max 1 Parra (2018),7/21/18 0:00,150, AT3057-100 , AM1-PARRA18,750,,,
105,134,sneakers, Core Black/Glow Green/Core Black ,New,,135,110,adidas Ultra Boost 3 Black Multi-Color,,180, G54001 , UB3-BMC,250,100,,
105,162,sneakers, Core Black/Cloud White/Core Black ,New,,175,175,adidas NMD CS1 Bold Branding Black,4/20/19 0:00,180, EG7539 , NMDC1-BBBK,310,100,,
99,112,sneakers, White/Black-Bright Violet-Dynamic Yellow ,New,,97,80,Air Max 270 React Geometric Art,,150, AO4971-101 , AM270R-GA,200,80,,
158,735,sneakers, Black/Black ,New,,680,650,Balenciaga Triple S Clear Sole Black,11/25/18 0:00,1125,, TRPS-CSBK,977,550,,
331,79,sneakers, Spruce Aura/Spruce Fog-Barely Volt-Volt ,New,,70,69,Nike React Element 55 Spruce Volt,2/1/19 0:00,130, BQ6166-009 , RE55-SPVLT,150,48,,
3502,319,sneakers, Black/Black-Black ,New,,425,315,Jordan 11 Retro Cap and Gown,5/26/18 0:00,250, 378037-005 , AJ11-CPNDGWN,675,226,,
376,84,sneakers, White/Fuchsia Blast-Metallic Gold ,New,,131,100,Air More Uptempo Peanut Butter & Jelly (GS),5/19/18 0:00,130, 415082-106 , UPTEMPO-PBJGS,150,40,,
196,166,sneakers, Pale Ivory/Orange Peel ,New,,115,125,Nike React Element 87 Orange Peel,4/27/19 0:00,160, CJ6897-113 , RE87-OP,335,105,,
229,175,sneakers, Wheat ,New,,160,145,"Timberland 6"" Shearling Champion Wheat",11/10/18 0:00,220, TB0A1UCT231 , T6S-CHMPW,310,90,,
11,300,sneakers, Loyal Blue/White-Habanero Red-Black ,New,,320,287,Jordan 4 Retro Winter,12/2/19 0:00,200, CQ9597-401 , AJ4-WNTR,316,289,,
107,89,sneakers, Summit White/Fire Red-Tech Grey-Black ,New,,97,89,Jordan Legacy 312 Low Tech Grey Fire Red Black,6/5/19 0:00,130, CD7069-101 , AJ312L-TGFRB,160,60,,
219,218,sneakers, Hi-Res Yellow/Linen Green/Easy Mint ,New,,195,150,adidas ZX4000 4D Easy Mint,8/22/19 0:00,350, EF9623 , ZX40004D-EM,370,140,,
108,242,sneakers, Grey One/Linen Green/Bright Cyan ,New,,225,225,adidas ZX 4000 4D I Want I Can,9/14/19 0:00,300, EF9624 , ZX40004D-IWIC,449,139,,
249,136,sneakers, White/Black-University Red ,New,,132,144,Air Force 1 Low Script Swoosh Pack,8/10/19 0:00,110, CK9257-100 , AF1L-SSPK,275,97,,
224,110,sneakers, Electric Green/Black-Sail ,New,,110,99,Nike Zoom Vomero 5 Electric Green Black,4/17/19 0:00,160, CI1694-300 , VMR5-EGB,360,80,,
263,92,sneakers, Black/Wolf Grey-Anthracite ,New,,110,88,Air Max 90 Black Wolf Grey,1/1/17 0:00,110, 537384-053 , AM90-BLKWLFGRY,150,50,,
109,92,sneakers, Orange ,New,,86,75,Crocs Classic Clog Chinatown Market,7/20/19 0:00,70,, CLCLG-CM,140,50,,
102,213,sneakers, White/Black-Red Orbit ,New,,199,150,Jordan 8 SP Retro SE White Multicolor,9/18/19 0:00,225, BQ7666-100 , AJSPRSE-WMDSM,375,125,,
326,93,sneakers, Sail/Sail-Sail-White ,New,,91,60,Nike Blazer Mid 77 Vintage Sail White,4/12/19 0:00,100, CD8238-100 , BLZM77V-SW,169,44,,
229,186,sneakers, Vast Grey/Thunder Grey ,New,,185,200,Kobe AD NXT FF Vast Grey,8/24/19 0:00,200, CD0458-001 , KBADNF-VG,315,120,,
286,252,sneakers, Purple/Gold/White ,New,,250,200,adidas Ultra Boost Washington Huskies,8/31/19 0:00,180, FV0282 , UB-WH,450,150,,
156,100,sneakers, Lotus Pink/University Red ,New,,85,80,Kyrie 5 Spongebob Patrick (PS),8/10/19 0:00,80, CN4501-600 , NK-K5SPPTS,200,60,,
124,85,sneakers, Gunsmoke/Volt-Neutral Grey-White-Black ,New,,80,70,Jordan 1 Mid Gunsmoke Volt (GS),7/1/19 0:00,90, 554725-072 , AJ1M-GSVLTGS,160,65,,
374,205,sneakers, White/Lemon Frost ,New,"Get back to the mixtape days and buy the new Air Max 90 Mixtape. This AM 90 comes with a white upper plus yellow accents, yellow Nike “Swoosh”, white midsole, and a white sole. These sneakers released in June 2019 and retailed for $170. Grab these sneakers ASAP right here on StockX.",200,162,Air Max 90 Premium Mixtape Side A,6/15/19 0:00,170, CI6394-100 , AM90-MTSA,330,113,,
153,196,sneakers, Off Noir/Clear ,New,,140,143,Kobe AD NXT FF Off Noir Clear,8/24/19 0:00,200, CD0458-090 , KBADNF-ONC,699,106,,
423,205,sneakers, Black/White-Multi-Color ,New,,180,162,Jordan 8 Retro Quai54 (2019),6/15/19 0:00,190, CJ9218-001 , AJ8-Q5419,421,82,,
234,166,sneakers, White/Pure Platinum-Black-Reflect Silver ,New,,120,113,Air Max 98 White,2/28/18 0:00,160, 640744-106 , AM98-WHT,278,86,,
236,152,sneakers, Rattan/Black-Black-Dusted Clay ,New,,125,127,Jordan 10 Retro Duck Camo,9/5/19 0:00,190, 310805-200 , AJ10-DKCMO,300,116,,
496,137,sneakers, University Blue/White-Black ,New,,200,174,Jordan 7 Retro Pantone,4/29/17 0:00,190, 304775-400 , AJ7-PNTNE17,250,75,,
297,136,sneakers, Black/Topaz Mist ,New,,110,104,Air Flightposite 1 Black Topaz Mist,5/4/19 0:00,200, AO9378-001 , FLP1-BTM,259,85,,
243,329,sneakers, White/White/Aero Green ,New,,335,250,adidas Consortium Runner 4D Mid White,6/29/19 0:00,500, EE4116 , ACRN4D-WHT,589,203,,
501,104,sneakers, White/Total Orange-Black-Photo Blue ,New,,115,87,Air Max 1 White Photo Blue Black,4/20/19 0:00,110, AH8145-112 , AM1-WBPB,160,60,,
1,1000,sneakers, True White/Snorkel Blue ,New,,1400,2000,"Vans Chukka Boot LX Kaws ""The Simpsons"" (2007)",7/14/07 0:00,100, VN-0EXHAXTN / 6519899-100 , VANS-SIMPSONS,1000,1000,,
317,107,sneakers, Amarillo/Multi-Color ,New,"The kid-friendly Kyrie Kix are one of three sneakers in the Kyrie 4 cereal pack. This particular sneaker emulates the colors found on the Kix cereal box. The upper is amarillo yellow, with a light blue Nike Swoosh and midsole, and a white outsole. This pair dropped in August 2018 for $120.",113,85,Kyrie 4 Kix,8/4/18 0:00,120, BV0425-700 , KYR4-KIX,165,70,,
520,61,sneakers, Core Black/Grey Four/Solar Pink ,New,,50,66,adidas NMD R1 STLT Black Grey Solar Pink,1/4/18 0:00,170, CQ2386 , AD-NR1SBKGY,110,39,,
346,122,sneakers, Hot Punch/Black ,New,,100,84,Jordan 1 Mid Hot Punch Black (W),,110, BQ6472-600 , AJ1M-HPBW,164,60,,
371,126,sneakers, White/Black ,New,,115,90,Air Force 1 Low White Black (2018),1/1/18 0:00,90, AO2423-101 , AF1L-WB18,250,60,,
1,599,sneakers, Collegiate Royal/Black/Trophy Gold ,New,,280,900,Reebok Instapump Fury CNCPTS Versace,6/28/14 0:00,170, M42930 , RB-IFCV,599,599,,
370,149,sneakers, White/White-Pure Platinum-Metallic Silver ,New,,145,135,Air VaporMax Flyknit 3 White Pure Platinum,3/4/19 0:00,190, AJ6900-102 , VMFK3-WPP,210,100,,
609,196,sneakers, White/Metallic Silver-Black ,New,,251,190,Jordan 5 Retro Metallic White (2015),4/4/15 0:00,190, 136027-130 , AJ5-WMTSLV15,300,116,,
383,107,sneakers, Power Red/Core Black/Cloud White ,New,,92,89,adidas Ultra Boost 4 Power Red Core Black,12/2/18 0:00,180, EE3703 , UB4-PRCB,199,70,,
1,900,sneakers, Grass/Grass-Orange Blaze ,New,,700,2275,"Air Max 90 Patta ""Homegrown Grass""",12/1/06 0:00,290, 315728-331 , AM90-GRASS,900,900,,
1974,154,sneakers, Summit White/Clear-Vast Grey-Pearl White ,New,,160,114,Air Skylon 2 Fear of God Light Bone,7/20/19 0:00,150, BQ2752-003 , SKLN2-FOGBN,400,69,,
,,sneakers, Yellow/Red-White ,New,,900,1289,"ASICS Gel-Lyte III Hanon ""Wildcats""",10/28/11 0:00,170, H11NK 0923 , GL3-WILDCAT11,,,,
2,19500,sneakers, Rope/Special Cardinal ,New,,,,Nike Dunk SB Low Paris,3/1/02 0:00,, 308270-111 , SBDNKL-PARIS,25000,14000,,
458,147,sneakers, White/White/White ,New,,162,150,Air Force 1 '07 XX White (W),11/23/18 0:00,115, AR0639-100 , AF107XX-W,299,74,,
1,4500,sneakers, Grey/Pink ,New,,5000,9915,Louis Vuitton Jaspers Kanye Patchwork Grey/Pink,7/1/09 0:00,1140, YP6U6PMI , LV-KWJGPK09,4500,4500,,
3,558,sneakers, Black/Dark Concord/Metallic Silver ,New,,440,465,Jordan 10 OG Sacramento Kings,6/1/95 0:00,125, 130209-051 , AJ10-SACRMEN,800,275,,
1079,168,sneakers, White/Black-Vast Grey ,New,,155,131,Air Max 1 Tinker Schematic,8/9/19 0:00,150, CJ4286-100 , AM1-TNKSCMTC,350,100,,
1,28000,sneakers, Multi-Color/Multi-Color ,New,,,,Nike MAG Back to the Future (2016),10/4/16 0:00,, H015-MNOTHR-402 , AIRMAG-2016,28000,28000,,
1,1794,sneakers, Wheat/Sport Red-Bison-Classic Green ,New,,1300,2424,Air Max 1 Animal Pack,,200, 315763-761 , AM1-ANMPCK,1794,1794,,
476,179,sneakers, Black/White-Black ,New,,140,135,LeBron 16 Four Horsemen,5/22/19 0:00,200, CI7862-001 , L16-4H,295,99,,
2,275,sneakers, White/Court Green ,New,,300,496,Air Tech Challenge II Wimbledon (2013),7/25/13 0:00,150, 621358-110 , ATC2-WIMB13,300,250,,
1,1000,sneakers, White/Black/Varsity Red ,New,,500,1500,LeBron 4 Graffiti NYC,11/11/06 0:00,, BAM284-M43-C1 , LB4-GRAFITI,1000,1000,,
5,573,sneakers, Beige ,New,,500,780,"ASICS Gel-Lyte III Woei ""Cervidae""",6/30/12 0:00,170, H20QK-0561 , GL3-WOEICERV,724,350,,
2,4239,sneakers, Maroon/White ,New,,3030,4958,adidas NMD R1 Pharrell HU Friends and Family Burgundy,7/1/16 0:00,, BB0617 , ADINMD-HUBRGNDY,6800,1678,,
2,430,sneakers, Blue/White ,New,,350,500,New Balance 1500 Hanon Chosen Few,8/31/12 0:00,, M1500CHF , NB1500-HANONCF,560,300,,
1,510,sneakers, Core Black/Core Black/Lush Red ,New,,500,1653,adidas NMD R1 Primeknit Friends and Family,1/1/16 0:00,, N00001 , ADINMD-OGG,510,510,,
2,525,sneakers, Mint Leaf ,New,,550,789,"ASICS Gel-Lyte III Ronnie Fieg ""Mint Leaf""",7/15/11 0:00,120, H10FK-6565 , GL3-MINT,600,450,,
2,820,sneakers, Black/Grey-Teal ,New,,800,700,"ASICS Gel-Lyte III Ronnie Fieg ""Leatherbacks""",11/18/11 0:00,130, H10AK-9090 , GL3-LEATHRB,900,741,,
5,11965,sneakers, Medium Grey/White-Dark Grey ,New,,,,Nike Dunk SB Low Staple NYC Pigeon,3/1/05 0:00,200, 304292-011 , SBDNKL-PIGEON,15325,4000,,
605,105,sneakers, Tech Ink/Glow Blue/Scarlet ,New,,130,87,adidas Ultra Boost Tech Ink Glow Blue,6/20/19 0:00,180, G54002 , UB-TIGB,230,55,,
2,645,sneakers, Camo/Black/White ,New,,300,449,Reebok Instapump Fury Aape By a Bathing Ape,8/24/13 0:00,175, V53879 , INSTA-AAPE,999,290,,
4,2975,sneakers, Black/Metallic Green/Black Forest/White/Dark Grey ,New,,3500,6000,Jordan 4 Retro Oregon Ducks,1/1/12 0:00,, FA12-MNJDLS-267-3563 , AJ4-OREG,3750,2000,,
649,97,sneakers, Black/Solar Red-Cool Grey ,New,"If any sneaker is out of this world, then it would be the Nike React Element 55 Black Solar Red. This red-hot shoe comes with a black upper, solar red Nike ""Swoosh"", and a cool grey sole with solar red accents. These released in September 2018 and retailed for $130. Add more heat to your shoe rotation and buy these now on StockX.",80,79,Nike React Element 55 Black Solar Red,9/29/18 0:00,130, BQ6166-002 , RE55-BSLRD,200,36,,
4,264,sneakers, Purple/High Risk Red ,New,,275,395,"ASICS GT-II Ronnie Fieg ""High Risk""",2/20/13 0:00,145, H10CK-3621 , GT2-HIRISK,325,227,,
831,97,sneakers, Cloud White/Cloud White/Gum ,New,,130,82,adidas NMD R1 White Gum (2018),6/1/18 0:00,130, D96635 , AD-NMDR1WTG18,250,50,,
712,123,sneakers, Coral Stardust/Club Gold-Coral Stardust ,New,,125,85,Jordan 1 Mid Coral Gold (GS),7/1/19 0:00,110, BQ6931-600 , AJ1M-CGGS,175,66,,
6,10000,sneakers, Retro Black/Metallic Silver ,New,,9500,9500,Jordan 4 Retro Eminem Carhartt,11/23/15 0:00,,136863, AJ4-EMCHRTT,16500,7000,,
4,1856,sneakers, White/Varsity Red ,New,,2100,2951,Dunk High Pro SB Supreme Red Stars,8/8/03 0:00,75, 307385-161 , SBDNKH-SUPRED,2001,1700,,
6,6845,sneakers, Yellow Ochre/Terra Brown ,New,,,,Nike Dunk SB Low Yellow Lobster,7/27/09 0:00,, 313170-137566 , SBDNKL-YLOBSTR,13650,3222,,
3941,114,sneakers, Core Black/Core Black/Cloud White ,New,,121,86,adidas Ultra Boost 4.0 Black White Speckle,1/1/18 0:00,180, F36153 , UB4-BWSPK,235,65,,
1286,278,sneakers, Power Blue/Core Black/Cloud White ,New,"The one and only Skateboard P teamed up with adidas again to release the adidas NMD Hu Pharrell x BBC Blue Plaid. This NMD Hu comes with a blue upper plus black accents, white midsole plus black accents, and a black sole. These sneakers released in May 2019 and retailed for $250. Grab these fire sneakers today on StockX.",225,200,adidas NMD Hu Pharrell x BBC Blue Plaid,5/3/19 0:00,250, EF7387 , NMDHU-BBCBLPLD,499,155,,
4,1313,sneakers, Red/White/Black ,New,,600,1245,adidas NMD R1 NYC Red Apple,8/15/16 0:00,170, BY1905 , ADINMD-REDAPPL,2200,700,,
553,232,sneakers, Solid Grey/Chalk White/Core Black ,New,,315,196,adidas Yeezy Boost 700 Wave Runner Solid Grey (Kids),8/17/19 0:00,180, FU9005 , YZYB700-WRSGK,434,162,,
5,1198,sneakers, Black ,New,,1000,700,adidas NMD R1 Friends and Family Pitch Black,7/30/16 0:00,, S80489 , ADINMD-PTCHBLK,1700,490,,
1477,129,sneakers, Barely Grey/Moon Particle-Pale Ivory ,New,"Try dropping 70 points in the new Air Force 1 Low Devin Booker. This AF1 Low comes with a blue upper, blue Nike “Swoosh”, white midsole, and a white sole. These sneakers released in June 2019 and retailed for $100. Shine bright like a Sun (get it) and cop these on StockX today.",166,140,Air Force 1 Low Devin Booker,6/8/19 0:00,100, AJ9716-001/CJ9716-001 , AF1L-DBOOK,255,85,,
1327,130,sneakers, ORCHID TINT/CLOUD WHITE/CORE BLACK ,New,,120,105,adidas Ultra Boost 4.0 Orchid Tint,4/5/19 0:00,180, DB3197 , UB4-OTNT,261,68,,
6,491,sneakers, Black/White ,New,,391,441,Vans Sk8-Hi Supreme Black Checker Logo,10/20/16 0:00,110,, VN-SK8HSBKCL,608,390,,
745,114,sneakers, White/Fresh Mint-Granite-Dust-Dark Pewter-Medium Ash ,New,"Get fresher than a mint and cop the Air Max 95 OG Fresh Mint. This AM 95 comes with a grey upper plus white and mint accents, mint Nike “Swoosh”, black midsole, and a black sole. These sneakers released in May 2019 and retailed for $160. Grab these fresh kicks on StockX now.",113,100,Air Max 95 OG Fresh Mint,5/10/19 0:00,160, CD7495-101 , AM95O-FM,225,66,,
422,119,sneakers, Black/Black-Anthracite ,New,,116,108,Air Max 720 Black Mesh,4/1/19 0:00,180, AO2924-007 , AM720-BKMSH,200,75,,
2129,184,sneakers, Black/University Red-Dark Concord-Canyon Gold-Turbo Green-White ,New,,142,132,Jordan 9 Retro Dream It Do It,3/9/19 0:00,190, 302370-065 , AJ9-DIDI,360,90,,
1726,220,sneakers, White/Black-Emerald Rise ,New,"The Air Jordan 11 Low Iridescent is the perfect sneaker for those looking to spend their spring stuntin. Inspired by the ultra-popular Air Jordan 11 Concords, these Easter-themed low tops are dressed in a clean white upper with a deep-emerald green colorway all throughout the patent leather mudguards. To round out this pair's look, this Air Jordan 11 model sits atop of a white midsole and features an icy blue outsole to finish off this masterpiece. These dropped in March of 2018 with a full family run of sizes, and hit retail at a price of $175.",281,208,Jordan 11 Retro Low Iridescent,3/31/18 0:00,175, 528895-145 , AJ11L-IRDSCNT,499,100,,
846,136,sneakers, Light Bone/Smoke Grey-White-Black ,New,,166,140,Jordan 11 Retro Low Snake Light Bone (GS),5/18/19 0:00,135, CD6847-002 , AJ11L-SLBGS,239,88,,
623,143,sneakers, Black/Black-Black ,New,,140,126,Air Max Plus Triple Black,12/20/17 0:00,150, 604133-050 , AMPLS-TRPLBLK,219,75,,
3035,166,sneakers, Black/Black ,New,"Graduate to legendary sneakerhead status and grab the Jordan 13 Retro Cap and Gown. This AJ 13 comes with a black upper, black midsole, and a black sole. These sneakers released in April 2019 and retailed for $200. Buy this AJ 13 now on StockX.",160,127,Jordan 13 Retro Cap and Gown,4/27/19 0:00,200, 414571-012 , AJ13-CAG,450,100,,
1222,369,sneakers, Black/Gamma Blue-Varsity Maize ,New,,385,350,Jordan 11 Retro Gamma Blue,12/21/13 0:00,185, 378037-006 , AJ11-GAMMA,600,280,,
183,138,sneakers, Simple Brown/Simple Brown/Simple Brown ,New,,150,120,adidas Yeezy Powerphase Simple Brown,9/18/19 0:00,120, FV6129 , YZYPP-SB,300,90,,
3086,126,sneakers, White/Black-Hyper Royal-University Red-Metallic Silver ,New,"Jordan Brand is remixing the Top 3 colorway by releasing the Jordan 1 Mid Top 3. This AJ1 Mid comes with a white upper plus blue and red accents, black Nike “Swoosh”, white midsole, and black sole. These sneakers released in January 2019 and retailed for $110. Put these sneakers in your top 3 heat and Buy them on StockX today. ",122,80,Jordan 1 Mid Top 3,1/1/19 0:00,110, 554724-124 , AJ1M-TP3,286,58,,
762,126,sneakers, Black/Total Orange-Voltage Purple ,New,,154,78,Air Max Plus OG Voltage Purple,12/22/18 0:00,160, BQ4629-002 , AMPLS-OGVLPRP18,205,40,,
1383,191,sneakers, Bio Beige/Anthracite-Mystic Green ,New,,305,164,Jordan 1 Retro High Bio Beige Anthracite Mystic Green (W),6/1/19 0:00,145, AH7389-203 , AJ1H-BBAMGW,333,114,,
